,,0
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,כירו-שד-למפקטומי+בלוטות,0.004561593159597895
כירו-שד-למפקטומי+בלוטות,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,0.004561593159597895
אבחנה-Surgery sum,אבחנה-Basic stage_r - Reccurent,0.0046089614825100145
אבחנה-Basic stage_r - Reccurent,אבחנה-Surgery sum,0.0046089614825100145
SOLITARY LYMPH NODE BIOPSY.1,Unnamed: 0,0.004630267670926126
Unnamed: 0,SOLITARY LYMPH NODE BIOPSY.1,0.004630267670926126
User Name,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,0.0046396173394378445
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,User Name,0.0046396173394378445
 Hospital_20.0,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,0.004655152386531402
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2, Hospital_20.0,0.004655152386531402
SUBTOTAL MASTECTOMY, Hospital_20.0,0.004655152386531484
 Hospital_20.0,SUBTOTAL MASTECTOMY,0.004655152386531484
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,אבחנה-Histopatological degree,0.004656553989050627
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,0.004656553989050627
אבחנה-Basic stage_p - Pathological,כיר-שד-הוצ.בלוטות בית שח,0.004693578426127964
כיר-שד-הוצ.בלוטות בית שח,אבחנה-Basic stage_p - Pathological,0.004693578426127964
אבחנה-Surgery sum,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,0.004701881730158535
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,אבחנה-Surgery sum,0.004701881730158535
אבחנה-KI67 protein,UNILATERAL SIMPLE MASTECTOMY.1,0.004731410348361577
UNILATERAL SIMPLE MASTECTOMY.1,אבחנה-KI67 protein,0.004731410348361577
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,כיר-שד-הוצ.בלוטות בית שח,0.0047344113670775255
כיר-שד-הוצ.בלוטות בית שח,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,0.0047344113670775255
אנמנזה סיעודית,אבחנה-Histological diagnosis_COMEDOCARCINOMA,0.004747064624390863
אבחנה-Histological diagnosis_COMEDOCARCINOMA,אנמנזה סיעודית,0.004747064624390863
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,LUMPECTOMY + AXILLARY DISSECTION.1,0.004748098337426589
LUMPECTOMY + AXILLARY DISSECTION.1,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.004748098337426589
other.2,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),0.004755650244528619
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),other.2,0.004755650244528619
T2,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,0.00477957999023766
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,T2,0.00477957999023766
LUMPECTOMY + AXILLARY DISSECTION.1,Undefined,0.004780444816410153
Undefined,LUMPECTOMY + AXILLARY DISSECTION.1,0.004780444816410153
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",אבחנה-Basic stage_p - Pathological,0.0048337820868305514
אבחנה-Basic stage_p - Pathological,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",0.0048337820868305514
SUBTOTAL MASTECTOMY.1,אבחנה-Basic stage_p - Pathological,0.004833782086830614
אבחנה-Basic stage_p - Pathological,SUBTOTAL MASTECTOMY.1,0.004833782086830614
UNILATERAL SIMPLE MASTECTOMY,אבחנה-Basic stage_p - Pathological,0.004833782086830641
אבחנה-Basic stage_p - Pathological,UNILATERAL SIMPLE MASTECTOMY,0.004833782086830641
User Name,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,0.004834353426430167
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,User Name,0.004834353426430167
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,אבחנה-Histopatological degree,0.004838971083472065
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,0.004838971083472065
אבחנה-Histopatological degree,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",0.004838971083472074
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",אבחנה-Histopatological degree,0.004838971083472074
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,אבחנה-Histopatological degree,0.004838971083472076
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,0.004838971083472076
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,0.004838971083472092
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,אבחנה-Histopatological degree,0.004838971083472092
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,0.004838971083472119
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,אבחנה-Histopatological degree,0.004838971083472119
MASTECTOMY.1, Hospital_85.0,0.004847208699716819
 Hospital_85.0,MASTECTOMY.1,0.004847208699716819
אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,אנמנזה סיעודית,0.004851133471530605
אנמנזה סיעודית,אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,0.004851133471530605
LUMPECTOMY + AXILLARY DISSECTION,T0,0.004863192015572388
T0,LUMPECTOMY + AXILLARY DISSECTION,0.004863192015572388
אבחנה-Basic stage_p - Pathological,ביקור במרפאה המטו-אונקולוגית,0.004873945764146692
ביקור במרפאה המטו-אונקולוגית,אבחנה-Basic stage_p - Pathological,0.004873945764146692
UNILATERAL SIMPLE MASTECTOMY,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.00487790055236254
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,UNILATERAL SIMPLE MASTECTOMY,0.00487790055236254
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,T3,0.004886552431374279
T3,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.004886552431374279
 Hospital_60.0,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,0.0048872962885096434
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU, Hospital_60.0,0.0048872962885096434
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,User Name,0.004888988361557667
User Name,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,0.004888988361557667
AXILLARY LYMPH NODE DISSECTION.1,User Name,0.004895721876917551
User Name,AXILLARY LYMPH NODE DISSECTION.1,0.004895721876917551
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,other,0.0049159143458794765
other,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,0.0049159143458794765
other,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,0.004915914345879485
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,other,0.004915914345879485
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",other,0.004915914345879519
other,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",0.004915914345879519
SUBTOTAL MASTECTOMY.1,כירו-שד-מסטקטומי+בלוטות,0.004972206924577712
כירו-שד-מסטקטומי+בלוטות,SUBTOTAL MASTECTOMY.1,0.004972206924577712
BILATERAL SIMPLE MASTECTOMY,TIS,0.004992236408544276
TIS,BILATERAL SIMPLE MASTECTOMY,0.004992236408544276
User Name,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,0.00501344011545153
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,User Name,0.00501344011545153
אבחנה-Her2,BILATERAL RADICAL MASTECTOMY,0.005019019448519823
BILATERAL RADICAL MASTECTOMY,אבחנה-Her2,0.005019019448519823
other.3,QUADRANTECTOMY.1,0.005029123725832164
QUADRANTECTOMY.1,other.3,0.005029123725832164
MASTECTOMY + AXILLARY DISSECTION,אבחנה-Age,0.005045191523295574
אבחנה-Age,MASTECTOMY + AXILLARY DISSECTION,0.005045191523295574
אומדן סימפטומים ודיווח סיעודי,AXILLARY LYMPH NODE DISSECTION,0.005059918073892943
AXILLARY LYMPH NODE DISSECTION,אומדן סימפטומים ודיווח סיעודי,0.005059918073892943
OPEN BIOPSY OF BREAST.1,Undefined,0.005067931931831951
Undefined,OPEN BIOPSY OF BREAST.1,0.005067931931831951
אנמנזה סיעודית,LUMPECTOMY + SENTINEL NODE BIOPSY.1,0.0050806764312750635
LUMPECTOMY + SENTINEL NODE BIOPSY.1,אנמנזה סיעודית,0.0050806764312750635
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""", Hospital_20.0,0.005099519187557768
 Hospital_20.0,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",0.005099519187557768
 Hospital_20.0,SUBTOTAL MASTECTOMY.1,0.005099519187557803
SUBTOTAL MASTECTOMY.1, Hospital_20.0,0.005099519187557803
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,ביקור במרפאה קרינה,0.005126819939693495
ביקור במרפאה קרינה,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,0.005126819939693495
אומדן סימפטומים ודיווח סיעודי,LUMPECTOMY + AXILLARY DISSECTION,0.005131404946008618
LUMPECTOMY + AXILLARY DISSECTION,אומדן סימפטומים ודיווח סיעודי,0.005131404946008618
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,אבחנה-Histopatological degree,0.005219639260417014
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,0.005219639260417014
אבחנה-Basic stage_p - Pathological,OTHER LOBECTOMY OF LUNG,0.0052211379477896174
OTHER LOBECTOMY OF LUNG,אבחנה-Basic stage_p - Pathological,0.0052211379477896174
אנמנזה רפואית המטו-אונקולוגית,אבחנה-Basic stage_p - Pathological,0.005221137947789669
אבחנה-Basic stage_p - Pathological,אנמנזה רפואית המטו-אונקולוגית,0.005221137947789669
 Hospital_85.0,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,0.0052257174417866216
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA, Hospital_85.0,0.0052257174417866216
 Hospital_62.0,T4,0.005269850453776027
T4, Hospital_62.0,0.005269850453776027
ביקור במרפאה,אבחנה-Histological diagnosis_ADENOCARCINOMA,0.005270114951812302
אבחנה-Histological diagnosis_ADENOCARCINOMA,ביקור במרפאה,0.005270114951812302
ביקור במרפאה,"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",0.005270114951812312
"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",ביקור במרפאה,0.005270114951812312
ביקור במרפאה,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,0.005270114951812328
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,ביקור במרפאה,0.005270114951812328
ביקור במרפאה,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,0.005270114951812349
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,ביקור במרפאה,0.005270114951812349
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,ביקור במרפאה,0.0052701149518123635
ביקור במרפאה,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,0.0052701149518123635
SOLITARY LYMPH NODE BIOPSY.1,ביקור במרפאה,0.0052701149518123635
ביקור במרפאה,SOLITARY LYMPH NODE BIOPSY.1,0.0052701149518123635
ביקור במרפאה,RADICAL EXCISION OF AXILLARY LYMPH NODES,0.005270114951812375
RADICAL EXCISION OF AXILLARY LYMPH NODES,ביקור במרפאה,0.005270114951812375
אומדן סימפטומים ודיווח סיעודי,other.1,0.0052763257237097875
other.1,אומדן סימפטומים ודיווח סיעודי,0.0052763257237097875
User Name,LUMPECTOMY + AXILLARY DISSECTION,0.005276977612853666
LUMPECTOMY + AXILLARY DISSECTION,User Name,0.005276977612853666
LUMPECTOMY + SENTINEL NODE BIOPSY,MASTECTOMY + SENTINEL NODE BIOPSY.1,0.00529099628027204
MASTECTOMY + SENTINEL NODE BIOPSY.1,LUMPECTOMY + SENTINEL NODE BIOPSY,0.00529099628027204
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,other.2,0.00531510653123088
other.2,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,0.00531510653123088
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אבחנה-Age,0.005354802451136746
אבחנה-Age,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,0.005354802451136746
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,0.005362865976094729
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,RADICAL MODIFIED MASTECTOMY,0.005362865976094729
RADICAL MODIFIED MASTECTOMY,User Name,0.00536854414739102
User Name,RADICAL MODIFIED MASTECTOMY,0.00536854414739102
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,אנמנזה רפואית,0.00545634255090106
אנמנזה רפואית,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,0.00545634255090106
Unnamed: 0,אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,0.005457174005246037
אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,Unnamed: 0,0.005457174005246037
other.2,דיווח סיעודי,0.005478559844985837
דיווח סיעודי,other.2,0.005478559844985837
 Hospital_20.0,אנמנזה רפואית המטו-אונקולוגית,0.005508169931404061
אנמנזה רפואית המטו-אונקולוגית, Hospital_20.0,0.005508169931404061
אבחנה-Tumor width,other.1,0.005526914173701665
other.1,אבחנה-Tumor width,0.005526914173701665
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU, Hospital_20.0,0.005530380569942853
 Hospital_20.0,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,0.005530380569942853
אנמנזה סיעודית,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,0.0055443723923793735
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אנמנזה סיעודית,0.0055443723923793735
other.1,כירור-הוצאת בלוטות לימפה,0.005544798518122031
כירור-הוצאת בלוטות לימפה,other.1,0.005544798518122031
BILATERAL EXTENDED SIMPLE MASTECTOMY.1, Hospital_20.0,0.005555259857980336
 Hospital_20.0,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,0.005555259857980336
SUBTOTAL MASTECTOMY.1,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,0.005556668723091401
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,SUBTOTAL MASTECTOMY.1,0.005556668723091401
אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,אבחנה-Basic stage_p - Pathological,0.005581691720873053
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,0.005581691720873053
BIOPSY OF LYMPHATIC STRUCTURE,אבחנה-Basic stage_p - Pathological,0.005581691720873244
אבחנה-Basic stage_p - Pathological,BIOPSY OF LYMPHATIC STRUCTURE,0.005581691720873244
SOLITARY LYMPH NODE BIOPSY.1,אבחנה-Her2,0.005584085738302118
אבחנה-Her2,SOLITARY LYMPH NODE BIOPSY.1,0.005584085738302118
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,אבחנה-Her2,0.00558408573830212
אבחנה-Her2,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,0.00558408573830212
אבחנה-Her2,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,0.005584085738302123
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,אבחנה-Her2,0.005584085738302123
אבחנה-Her2,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",0.005584085738302138
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",אבחנה-Her2,0.005584085738302138
אבחנה-Her2,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,0.005584085738302186
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,אבחנה-Her2,0.005584085738302186
RADICAL EXCISION OF AXILLARY LYMPH NODES,אבחנה-Her2,0.005584085738302227
אבחנה-Her2,RADICAL EXCISION OF AXILLARY LYMPH NODES,0.005584085738302227
אבחנה-Her2,אבחנה-Histological diagnosis_ADENOCARCINOMA,0.005584085738302366
אבחנה-Histological diagnosis_ADENOCARCINOMA,אבחנה-Her2,0.005584085738302366
BIOPSY OF LYMPHATIC STRUCTURE,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.005632636440633767
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,BIOPSY OF LYMPHATIC STRUCTURE,0.005632636440633767
User Name,SOLITARY LYMPH NODE BIOPSY,0.005657131962572472
SOLITARY LYMPH NODE BIOPSY,User Name,0.005657131962572472
SUBTOTAL MASTECTOMY,ביקור במרפאה,0.005666407533058549
ביקור במרפאה,SUBTOTAL MASTECTOMY,0.005666407533058549
T2,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,0.0056686740183220586
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,T2,0.0056686740183220586
MF,other.1,0.005679382883990216
other.1,MF,0.005679382883990216
ביקור במרפאה קרינה, Hospital_85.0,0.005712076128844462
 Hospital_85.0,ביקור במרפאה קרינה,0.005712076128844462
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,אנמנזה סיעודית,0.00571785709045288
אנמנזה סיעודית,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,0.00571785709045288
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,0.005730677959219448
אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,0.005730677959219448
אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,other.3,0.005762465743053987
other.3,אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,0.005762465743053987
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,other.3,0.005762465743054033
other.3,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,0.005762465743054033
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,כירו-שד-למפקטומי+בלוטות,0.005772458656836274
כירו-שד-למפקטומי+בלוטות,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,0.005772458656836274
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,אבחנה-KI67 protein,0.0057829181997698905
אבחנה-KI67 protein,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,0.0057829181997698905
User Name,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,0.005849410811808441
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,User Name,0.005849410811808441
other.2,LUMPECTOMY + AXILLARY DISSECTION,0.005872322123794524
LUMPECTOMY + AXILLARY DISSECTION,other.2,0.005872322123794524
MASTECTOMY + SENTINEL NODE BIOPSY,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,0.00587352387742354
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,MASTECTOMY + SENTINEL NODE BIOPSY,0.00587352387742354
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,other.2,0.005882692494899229
other.2,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,0.005882692494899229
